ALTAS MÉDICAS,FALLECIDOS,TRASLADOS,CAMAS OCUPADAS,CAMAS DISPONIBLES,HOSPITALIZACIONES,INTERVENCIONES Q.
19.679,1.548,217,209,201,3.665,98
